treatment,game,round,time,id,side,valuation,bid,price,match_id,match_time,type,status
BBLimS,4,7,47,1117,Buyer,98.0,50,,,,Manual,Expired
BBLimS,4,7,48,1104,Seller,73.0,88,,,,Manual,Expired
BBLimS,4,7,60,1101,Buyer,138.0,65,,,,Manual,Expired
BBLimS,4,7,62,1104,Seller,73.0,98,,,,Manual,Expired
BBLimS,4,7,73,1117,Buyer,98.0,55,,,,Manual,Expired
BBLimS,4,7,78,1104,Seller,73.0,85,,,,Manual,Expired
BBLimS,4,7,82,1101,Buyer,138.0,60,,,,Manual,Expired
BBLimS,4,7,92,1104,Seller,73.0,80,,,,Manual,Expired
BBLimS,4,7,103,1101,Buyer,138.0,75,,,,Manual,Expired
BBLimS,4,7,106,1117,Buyer,98.0,75,,,,Manual,Replaced
BBLimS,4,7,107,1104,Seller,73.0,79,79.0,1117.0,115.0,Manual,Accepted
BBLimS,4,7,114,1101,Buyer,138.0,78,,,,Manual,Expired
BBLimS,4,7,115,1117,Buyer,98.0,80,79.0,1104.0,115.0,Manual,Replaced
BBLimS,4,7,119,1112,Seller,93.0,100,,,,Manual,Expired
BBLimS,4,8,4,1101,Buyer,138.0,80,,,,Manual,Expired
BBLimS,4,8,4,1102,Seller,68.0,115,,,,Manual,Expired
BBLimS,4,8,5,1115,Buyer,103.0,65,,,,Manual,Expired
BBLimS,4,8,8,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,8,9,1112,Seller,93.0,100,,,,Manual,Expired
BBLimS,4,8,9,1103,Buyer,133.0,87,87.0,1116.0,11.0,Manual,Accepted
BBLimS,4,8,10,1104,Seller,73.0,100,,,,Manual,Expired
BBLimS,4,8,11,1117,Buyer,98.0,66,,,,Manual,Expired
BBLimS,4,8,11,1116,Seller,,12,87.0,1103.0,11.0,Manual,Replaced
BBLimS,4,8,16,1102,Seller,68.0,105,,,,Manual,Expired
BBLimS,4,8,24,1104,Seller,73.0,98,,,,Manual,Expired
BBLimS,4,8,24,1117,Buyer,98.0,66,,,,Manual,Expired
BBLimS,4,8,29,1102,Seller,68.0,95,,,,Manual,Expired
BBLimS,4,8,29,1110,Seller,88.0,99,,,,Manual,Expired
BBLimS,4,8,35,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,8,37,1104,Seller,73.0,95,95.0,1107.0,39.0,Manual,Accepted
BBLimS,4,8,39,1107,Buyer,123.0,110,95.0,1104.0,39.0,Manual,Replaced
BBLimS,4,8,41,1102,Seller,68.0,93,,,,Manual,Expired
BBLimS,4,8,44,1117,Buyer,98.0,70,,,,Manual,Expired
BBLimS,4,8,50,1101,Buyer,138.0,81,,,,Manual,Expired
BBLimS,4,8,53,1102,Seller,68.0,90,,,,Manual,Expired
BBLimS,4,8,57,1117,Buyer,98.0,70,,,,Manual,Expired
BBLimS,4,8,58,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,8,65,1102,Seller,68.0,88,,,,Manual,Expired
BBLimS,4,8,68,1101,Buyer,138.0,84,,,,Manual,Expired
BBLimS,4,8,68,1110,Seller,88.0,98,,,,Manual,Expired
BBLimS,4,8,75,1117,Buyer,98.0,70,,,,Manual,Expired
BBLimS,4,8,76,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,8,77,1102,Seller,68.0,86,,,,Manual,Expired
BBLimS,4,8,88,1102,Seller,68.0,80,80.0,1109.0,95.0,Manual,Accepted
BBLimS,4,8,89,1110,Seller,88.0,97,,,,Manual,Expired
BBLimS,4,8,91,1117,Buyer,98.0,70,,,,Manual,Expired
BBLimS,4,8,95,1109,Buyer,118.0,80,80.0,1102.0,95.0,Manual,Replaced
BBLimS,4,8,95,1101,Buyer,138.0,88,,,,Manual,Expired
BBLimS,4,8,103,1117,Buyer,98.0,70,,,,Manual,Replaced
BBLimS,4,8,106,1101,Buyer,138.0,90,90.0,1110.0,115.0,Manual,Accepted
BBLimS,4,8,112,1117,Buyer,98.0,85,,,,Manual,Replaced
BBLimS,4,8,115,1110,Seller,88.0,90,90.0,1101.0,115.0,Manual,Replaced
BBLimS,4,8,119,1117,Buyer,98.0,90,,,,Manual,Expired
BBLimS,4,9,2,1117,Buyer,98.0,80,,,,Manual,Expired
BBLimS,4,9,3,1102,Seller,68.0,115,,,,Manual,Expired
BBLimS,4,9,3,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,9,3,1115,Buyer,103.0,45,,,,Manual,Expired
BBLimS,4,9,4,1110,Seller,88.0,99,99.0,1103.0,6.0,Manual,Accepted
BBLimS,4,9,4,1101,Buyer,138.0,65,,,,Manual,Expired
BBLimS,4,9,4,1104,Seller,73.0,100,,,,Manual,Expired
BBLimS,4,9,6,1103,Buyer,133.0,103,99.0,1110.0,6.0,Manual,Replaced
BBLimS,4,9,15,1102,Seller,68.0,105,,,,Manual,Expired
BBLimS,4,9,17,1104,Seller,73.0,98,,,,Manual,Expired
BBLimS,4,9,19,1117,Buyer,98.0,10,,,,Manual,Expired
BBLimS,4,9,20,1112,Seller,93.0,100,,,,Manual,Expired
BBLimS,4,9,27,1102,Seller,68.0,99,,,,Manual,Expired
BBLimS,4,9,28,1116,Seller,,20,,,,Manual,Replaced
BBLimS,4,9,28,1104,Seller,73.0,95,,,,Manual,Expired
BBLimS,4,9,34,1117,Buyer,98.0,1,,,,Manual,Expired
BBLimS,4,9,36,1116,Seller,,15,15.0,1109.0,39.0,Manual,Accepted
BBLimS,4,9,39,1102,Seller,68.0,95,,,,Manual,Expired
BBLimS,4,9,39,1109,Buyer,118.0,80,15.0,1116.0,39.0,Manual,Replaced
BBLimS,4,9,40,1104,Seller,73.0,93,,,,Manual,Expired
BBLimS,4,9,45,1101,Buyer,138.0,80,,,,Manual,Expired
BBLimS,4,9,50,1102,Seller,68.0,90,,,,Manual,Expired
BBLimS,4,9,51,1117,Buyer,98.0,85,,,,Manual,Expired
BBLimS,4,9,52,1104,Seller,73.0,90,,,,Manual,Expired
BBLimS,4,9,56,1115,Buyer,103.0,50,,,,Manual,Expired
BBLimS,4,9,62,1102,Seller,68.0,88,,,,Manual,Expired
BBLimS,4,9,63,1104,Seller,73.0,95,,,,Manual,Expired
BBLimS,4,9,67,1117,Buyer,98.0,86,86.0,1102.0,75.0,Manual,Accepted
BBLimS,4,9,74,1104,Seller,73.0,90,,,,Manual,Expired
BBLimS,4,9,75,1102,Seller,68.0,85,86.0,1117.0,75.0,Manual,Replaced
BBLimS,4,9,86,1104,Seller,73.0,88,,,,Manual,Expired
BBLimS,4,9,89,1101,Buyer,138.0,82,,,,Manual,Expired
BBLimS,4,9,97,1104,Seller,73.0,85,,,,Manual,Expired
BBLimS,4,9,108,1101,Buyer,138.0,85,85.0,1104.0,109.0,Manual,Accepted
BBLimS,4,9,109,1104,Seller,73.0,82,85.0,1101.0,109.0,Manual,Replaced
BBLimS,4,10,3,1112,Seller,93.0,100,,,,Manual,Expired
BBLimS,4,10,3,1102,Seller,68.0,115,,,,Manual,Expired
BBLimS,4,10,5,1117,Buyer,98.0,60,,,,Manual,Expired
BBLimS,4,10,6,1104,Seller,73.0,110,,,,Manual,Expired
BBLimS,4,10,7,1110,Seller,88.0,99,99.0,1103.0,15.0,Manual,Accepted
BBLimS,4,10,9,1115,Buyer,103.0,55,,,,Manual,Expired
BBLimS,4,10,11,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,10,15,1103,Buyer,133.0,103,99.0,1110.0,15.0,Manual,Replaced
BBLimS,4,10,16,1102,Seller,68.0,110,,,,Manual,Expired
BBLimS,4,10,16,1117,Buyer,98.0,65,,,,Manual,Expired
BBLimS,4,10,18,1104,Seller,73.0,105,,,,Manual,Expired
BBLimS,4,10,18,1101,Buyer,138.0,50,,,,Manual,Expired
BBLimS,4,10,29,1104,Seller,73.0,100,,,,Manual,Expired
BBLimS,4,10,29,1115,Buyer,103.0,55,55.0,1116.0,34.0,Manual,Accepted
BBLimS,4,10,34,1116,Seller,,15,55.0,1115.0,34.0,Manual,Replaced
BBLimS,4,10,35,1117,Buyer,98.0,65,,,,Manual,Expired
BBLimS,4,10,37,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,10,38,1102,Seller,68.0,105,,,,Manual,Expired
BBLimS,4,10,41,1104,Seller,73.0,98,,,,Manual,Expired
BBLimS,4,10,43,1101,Buyer,138.0,65,,,,Manual,Expired
BBLimS,4,10,47,1117,Buyer,98.0,65,,,,Manual,Expired
BBLimS,4,10,49,1102,Seller,68.0,100,,,,Manual,Expired
BBLimS,4,10,52,1104,Seller,73.0,95,,,,Manual,Expired
BBLimS,4,10,60,1102,Seller,68.0,95,,,,Manual,Expired
BBLimS,4,10,65,1104,Seller,73.0,92,,,,Manual,Expired
BBLimS,4,10,70,1102,Seller,68.0,90,,,,Manual,Expired
BBLimS,4,10,77,1104,Seller,73.0,90,,,,Manual,Expired
BBLimS,4,10,79,1117,Buyer,98.0,70,,,,Manual,Expired
BBLimS,4,10,81,1102,Seller,68.0,88,,,,Manual,Expired
BBLimS,4,10,85,1109,Buyer,118.0,80,,,,Manual,Expired
BBLimS,4,10,88,1104,Seller,73.0,88,,,,Manual,Expired
BBLimS,4,10,92,1102,Seller,68.0,86,,,,Manual,Replaced
BBLimS,4,10,92,1101,Buyer,138.0,80,80.0,1102.0,99.0,Manual,Accepted
BBLimS,4,10,99,1102,Seller,68.0,80,80.0,1101.0,99.0,Manual,Replaced
BBLimS,4,10,100,1104,Seller,73.0,85,,,,Manual,Expired
BBLimS,4,10,104,1117,Buyer,98.0,80,,,,Manual,Expired
BBLimS,4,10,111,1104,Seller,73.0,84,84.0,1117.0,116.0,Manual,Accepted
BBLimS,4,10,116,1117,Buyer,98.0,85,84.0,1104.0,116.0,Manual,Replaced
BBLimS,5,1,5,1124,Seller,73.0,79,79.0,1137.0,7.0,Manual,Accepted
BBLimS,5,1,5,1130,Seller,88.0,108,,,,Manual,Expired
BBLimS,5,1,6,1123,Buyer,133.0,50,,,,Manual,Expired
BBLimS,5,1,7,1137,Buyer,98.0,90,79.0,1124.0,7.0,Manual,Replaced
BBLimS,5,1,7,1133,Buyer,108.0,106,106.0,1120.0,10.0,Manual,Accepted
BBLimS,5,1,8,1127,Buyer,123.0,105,105.0,1138.0,12.0,Manual,Accepted
BBLimS,5,1,8,1131,Buyer,113.0,19,,,,Manual,Expired
BBLimS,5,1,9,1134,Seller,98.0,125,,,,Manual,Expired
BBLimS,5,1,9,1139,Buyer,93.0,50,50.0,1136.0,16.0,Manual,Accepted
BBLimS,5,1,10,1120,Seller,63.0,65,106.0,1133.0,10.0,Manual,Replaced
BBLimS,5,1,12,1138,Seller,,10,105.0,1127.0,12.0,Manual,Replaced
BBLimS,5,1,16,1136,Seller,,20,50.0,1139.0,16.0,Manual,Replaced
BBLimS,5,1,20,1130,Seller,88.0,98,,,,Manual,Expired
BBLimS,5,1,22,1123,Buyer,133.0,70,,,,Manual,Expired
BBLimS,5,1,27,1134,Seller,98.0,123,,,,Manual,Expired
BBLimS,5,1,33,1130,Seller,88.0,94,94.0,1123.0,37.0,Manual,Accepted
BBLimS,5,1,37,1123,Buyer,133.0,100,94.0,1130.0,37.0,Manual,Replaced
BBLimS,5,1,45,1131,Buyer,113.0,14,,,,Manual,Expired
BBLimS,5,1,51,1134,Seller,98.0,122,,,,Manual,Expired
BBLimS,5,1,66,1134,Seller,98.0,121,,,,Manual,Expired
BBLimS,5,1,70,1131,Buyer,113.0,29,,,,Manual,Expired
BBLimS,5,1,82,1134,Seller,98.0,116,,,,Manual,Expired
BBLimS,5,1,88,1131,Buyer,113.0,35,,,,Manual,Expired
BBLimS,5,1,96,1134,Seller,98.0,115,,,,Manual,Expired
BBLimS,5,1,108,1125,Buyer,128.0,80,,,,Manual,Replaced
BBLimS,5,1,109,1134,Seller,98.0,110,,,,Manual,Expired
BBLimS,5,1,113,1131,Buyer,113.0,55,,,,Manual,Expired
BBLimS,5,1,114,1125,Buyer,128.0,60,,,,Manual,Replaced
BBLimS,5,1,117,1125,Buyer,128.0,50,,,,Manual,Replaced
BBLimS,5,1,120,1125,Buyer,128.0,40,,,,Manual,Expired
BBLimS,5,2,5,1136,Seller,,10,10.0,1133.0,5.0,Manual,Accepted
BBLimS,5,2,5,1130,Seller,88.0,98,,,,Manual,Expired
BBLimS,5,2,5,1133,Buyer,108.0,50,10.0,1136.0,5.0,Manual,Replaced
BBLimS,5,2,7,1123,Buyer,133.0,75,,,,Manual,Expired
BBLimS,5,2,7,1124,Seller,73.0,83,83.0,1127.0,9.0,Manual,Accepted
BBLimS,5,2,7,1134,Seller,98.0,125,,,,Manual,Expired
BBLimS,5,2,7,1137,Buyer,98.0,65,,,,Manual,Expired
BBLimS,5,2,7,1120,Seller,63.0,104,,,,Manual,Expired
BBLimS,5,2,9,1127,Buyer,123.0,104,83.0,1124.0,9.0,Manual,Replaced
BBLimS,5,2,9,1125,Buyer,128.0,1,,,,Manual,Expired
BBLimS,5,2,10,1139,Buyer,93.0,48,,,,Manual,Expired
BBLimS,5,2,13,1138,Seller,,150,,,,Manual,Expired
BBLimS,5,2,13,1131,Buyer,113.0,29,,,,Manual,Expired
BBLimS,5,2,19,1130,Seller,88.0,98,,,,Manual,Expired
BBLimS,5,2,22,1134,Seller,98.0,115,,,,Manual,Expired
BBLimS,5,2,23,1137,Buyer,98.0,60,,,,Manual,Expired
BBLimS,5,2,28,1125,Buyer,128.0,5,,,,Manual,Replaced
BBLimS,5,2,29,1138,Seller,,125,,,,Manual,Expired
BBLimS,5,2,29,1131,Buyer,113.0,39,,,,Manual,Expired
BBLimS,5,2,32,1123,Buyer,133.0,95,95.0,1120.0,40.0,Manual,Accepted
BBLimS,5,2,37,1125,Buyer,128.0,20,,,,Manual,Replaced
BBLimS,5,2,38,1139,Buyer,93.0,50,,,,Manual,Expired
BBLimS,5,2,38,1134,Seller,98.0,108,,,,Manual,Expired
BBLimS,5,2,38,1137,Buyer,98.0,67,,,,Manual,Expired
BBLimS,5,2,39,1130,Seller,88.0,99,,,,Manual,Expired
BBLimS,5,2,40,1120,Seller,63.0,65,95.0,1123.0,40.0,Manual,Replaced
BBLimS,5,2,41,1125,Buyer,128.0,50,,,,Manual,Expired
BBLimS,5,2,44,1138,Seller,,105,,,,Manual,Expired
BBLimS,5,2,53,1137,Buyer,98.0,55,55.0,1138.0,59.0,Manual,Accepted
BBLimS,5,2,54,1130,Seller,88.0,102,,,,Manual,Expired
BBLimS,5,2,57,1139,Buyer,93.0,55,,,,Manual,Expired
BBLimS,5,2,59,1131,Buyer,113.0,49,,,,Manual,Expired
BBLimS,5,2,59,1138,Seller,,50,55.0,1137.0,59.0,Manual,Replaced
BBLimS,5,2,67,1134,Seller,98.0,105,,,,Manual,Expired
BBLimS,5,2,67,1130,Seller,88.0,104,,,,Manual,Expired
BBLimS,5,2,70,1125,Buyer,128.0,75,,,,Manual,Expired
BBLimS,5,2,74,1139,Buyer,93.0,60,,,,Manual,Expired
BBLimS,5,2,82,1130,Seller,88.0,105,,,,Manual,Expired
BBLimS,5,2,89,1139,Buyer,93.0,65,,,,Manual,Expired
BBLimS,5,2,95,1130,Seller,88.0,95,,,,Manual,Expired
BBLimS,5,2,96,1125,Buyer,128.0,86,,,,Manual,Expired
BBLimS,5,2,97,1131,Buyer,113.0,59,,,,Manual,Expired
BBLimS,5,2,98,1134,Seller,98.0,103,,,,Manual,Expired
BBLimS,5,2,106,1139,Buyer,93.0,75,,,,Manual,Expired
BBLimS,5,2,106,1130,Seller,88.0,94,,,,Manual,Expired
BBLimS,5,2,111,1131,Buyer,113.0,62,,,,Manual,Expired
BBLimS,5,2,113,1134,Seller,98.0,100,,,,Manual,Expired
BBLimS,5,3,4,1138,Seller,,150,,,,Manual,Expired
BBLimS,5,3,4,1124,Seller,73.0,88,88.0,1123.0,7.0,Manual,Accepted
BBLimS,5,3,5,1136,Seller,,100,100.0,1127.0,8.0,Manual,Accepted
BBLimS,5,3,5,1133,Buyer,108.0,2,,,,Manual,Expired
BBLimS,5,3,5,1139,Buyer,93.0,50,,,,Manual,Expired
BBLimS,5,3,7,1131,Buyer,113.0,59,,,,Manual,Expired
BBLimS,5,3,7,1123,Buyer,133.0,98,88.0,1124.0,7.0,Manual,Replaced
BBLimS,5,3,8,1127,Buyer,123.0,103,100.0,1136.0,8.0,Manual,Replaced
BBLimS,5,3,9,1125,Buyer,128.0,50,,,,Manual,Expired
BBLimS,5,3,9,1120,Seller,63.0,69,,,,Manual,Replaced
BBLimS,5,3,11,1137,Buyer,98.0,45,,,,Manual,Expired
BBLimS,5,3,13,1130,Seller,88.0,166,,,,Manual,Expired
BBLimS,5,3,15,1138,Seller,,125,,,,Manual,Expired
BBLimS,5,3,16,1120,Seller,63.0,69,,,,Manual,Expired
BBLimS,5,3,21,1139,Buyer,93.0,60,,,,Manual,Expired
BBLimS,5,3,25,1137,Buyer,98.0,25,,,,Manual,Expired
BBLimS,5,3,26,1138,Seller,,100,,,,Manual,Expired
BBLimS,5,3,28,1134,Seller,98.0,125,,,,Manual,Expired
BBLimS,5,3,31,1130,Seller,88.0,98,,,,Manual,Expired
BBLimS,5,3,35,1139,Buyer,93.0,70,70.0,1120.0,37.0,Manual,Accepted
BBLimS,5,3,37,1120,Seller,63.0,69,70.0,1139.0,37.0,Manual,Replaced
BBLimS,5,3,38,1138,Seller,,80,,,,Manual,Expired
BBLimS,5,3,38,1137,Buyer,98.0,55,,,,Manual,Expired
BBLimS,5,3,43,1131,Buyer,113.0,64,,,,Manual,Expired
BBLimS,5,3,44,1134,Seller,98.0,115,,,,Manual,Expired
BBLimS,5,3,45,1130,Seller,88.0,94,,,,Manual,Expired
BBLimS,5,3,46,1133,Buyer,108.0,2,,,,Manual,Expired
BBLimS,5,3,49,1138,Seller,,70,,,,Manual,Expired
BBLimS,5,3,50,1137,Buyer,98.0,60,,,,Manual,Expired
BBLimS,5,3,59,1130,Seller,88.0,94,,,,Manual,Expired
BBLimS,5,3,60,1138,Seller,,60,60.0,1137.0,62.0,Manual,Accepted
BBLimS,5,3,62,1137,Buyer,98.0,65,60.0,1138.0,62.0,Manual,Replaced
BBLimS,5,3,65,1134,Seller,98.0,105,,,,Manual,Expired
BBLimS,5,3,68,1133,Buyer,108.0,10,,,,Manual,Expired
BBLimS,5,3,74,1130,Seller,88.0,92,,,,Manual,Expired
BBLimS,5,3,80,1125,Buyer,128.0,55,,,,Manual,Expired
BBLimS,5,3,82,1134,Seller,98.0,103,,,,Manual,Expired
BBLimS,5,3,88,1130,Seller,88.0,90,90.0,1125.0,95.0,Manual,Accepted
BBLimS,5,3,93,1133,Buyer,108.0,1,,,,Manual,Expired
BBLimS,5,3,95,1125,Buyer,128.0,100,90.0,1130.0,95.0,Manual,Replaced
BBLimS,5,3,105,1134,Seller,98.0,99,,,,Manual,Expired
BBLimS,5,3,116,1133,Buyer,108.0,1,,,,Manual,Expired
BBLimS,5,4,4,1138,Seller,,120,,,,Manual,Expired
BBLimS,5,4,4,1130,Seller,88.0,89,89.0,1127.0,7.0,Manual,Accepted
BBLimS,5,4,5,1134,Seller,98.0,125,,,,Manual,Expired
BBLimS,5,4,5,1139,Buyer,93.0,50,,,,Manual,Expired
BBLimS,5,4,6,1137,Buyer,98.0,25,,,,Manual,Expired
BBLimS,5,4,6,1133,Buyer,108.0,2,,,,Manual,Expired
BBLimS,5,4,6,1124,Seller,73.0,93,,,,Manual,Expired
BBLimS,5,4,7,1125,Buyer,128.0,50,,,,Manual,Replaced
BBLimS,5,4,7,1127,Buyer,123.0,103,89.0,1130.0,7.0,Manual,Replaced
BBLimS,5,4,7,1123,Buyer,133.0,90,,,,Manual,Expired
BBLimS,5,4,7,1120,Seller,63.0,106,,,,Manual,Expired
BBLimS,5,4,9,1131,Buyer,113.0,79,,,,Manual,Expired
BBLimS,5,4,10,1135,Buyer,103.0,75,,,,Manual,Expired
BBLimS,5,4,11,1125,Buyer,128.0,75,,,,Manual,Replaced
BBLimS,5,4,12,1136,Seller,,150,,,,Manual,Expired
BBLimS,5,4,15,1138,Seller,,100,100.0,1125.0,21.0,Manual,Accepted
BBLimS,5,4,17,1125,Buyer,128.0,90,,,,Manual,Replaced
BBLimS,5,4,19,1120,Seller,63.0,106,,,,Manual,Replaced
BBLimS,5,4,20,1137,Buyer,98.0,10,,,,Manual,Expired
BBLimS,5,4,20,1139,Buyer,93.0,60,,,,Manual,Expired
BBLimS,5,4,21,1125,Buyer,128.0,100,100.0,1138.0,21.0,Manual,Replaced
BBLimS,5,4,22,1123,Buyer,133.0,100,100.0,1124.0,29.0,Manual,Accepted
BBLimS,5,4,26,1120,Seller,63.0,106,,,,Manual,Replaced
BBLimS,5,4,29,1124,Seller,73.0,93,100.0,1123.0,29.0,Manual,Replaced
BBLimS,5,4,31,1136,Seller,,150,,,,Manual,Expired
BBLimS,5,4,31,1120,Seller,63.0,97,,,,Manual,Replaced
BBLimS,5,4,32,1134,Seller,98.0,123,,,,Manual,Expired
BBLimS,5,4,32,1137,Buyer,98.0,5,,,,Manual,Expired
BBLimS,5,4,32,1135,Buyer,103.0,75,,,,Manual,Expired
BBLimS,5,4,35,1139,Buyer,93.0,65,,,,Manual,Expired
BBLimS,5,4,38,1120,Seller,63.0,97,,,,Manual,Expired
BBLimS,5,4,44,1137,Buyer,98.0,38,,,,Manual,Expired
BBLimS,5,4,49,1120,Seller,63.0,97,,,,Manual,Replaced
BBLimS,5,4,49,1139,Buyer,93.0,70,,,,Manual,Expired
BBLimS,5,4,50,1135,Buyer,103.0,75,75.0,1136.0,56.0,Manual,Accepted
BBLimS,5,4,50,1134,Seller,98.0,103,,,,Manual,Expired
BBLimS,5,4,55,1120,Seller,63.0,97,,,,Manual,Expired
BBLimS,5,4,56,1136,Seller,,75,75.0,1135.0,56.0,Manual,Replaced
BBLimS,5,4,58,1137,Buyer,98.0,48,,,,Manual,Expired
BBLimS,5,4,64,1139,Buyer,93.0,75,,,,Manual,Expired
BBLimS,5,4,66,1120,Seller,63.0,97,,,,Manual,Replaced
BBLimS,5,4,69,1137,Buyer,98.0,45,,,,Manual,Expired
BBLimS,5,4,72,1120,Seller,63.0,97,,,,Manual,Expired
BBLimS,5,4,78,1139,Buyer,93.0,80,,,,Manual,Expired
BBLimS,5,4,80,1137,Buyer,98.0,54,,,,Manual,Expired
BBLimS,5,4,89,1134,Seller,98.0,115,,,,Manual,Expired
BBLimS,5,4,91,1137,Buyer,98.0,57,,,,Manual,Expired
BBLimS,5,4,94,1120,Seller,63.0,75,75.0,1139.0,94.0,Manual,Accepted
BBLimS,5,4,94,1139,Buyer,93.0,85,75.0,1120.0,94.0,Manual,Replaced
BBLimS,5,4,102,1137,Buyer,98.0,60,,,,Manual,Replaced
BBLimS,5,4,111,1137,Buyer,98.0,70,,,,Manual,Replaced
BBLimS,5,4,117,1137,Buyer,98.0,75,,,,Manual,Expired
BBLimS,5,5,3,1138,Seller,,150,,,,Manual,Expired
BBLimS,5,5,5,1124,Seller,73.0,103,,,,Manual,Expired
BBLimS,5,5,5,1134,Seller,98.0,115,,,,Manual,Expired
BBLimS,5,5,5,1131,Buyer,113.0,65,,,,Manual,Expired
BBLimS,5,5,6,1135,Buyer,103.0,63,,,,Manual,Expired
BBLimS,5,5,6,1123,Buyer,133.0,80,80.0,1120.0,12.0,Manual,Accepted
BBLimS,5,5,7,1139,Buyer,93.0,50,,,,Manual,Expired
BBLimS,5,5,7,1130,Seller,88.0,95,95.0,1127.0,9.0,Manual,Accepted
BBLimS,5,5,7,1136,Seller,,140,,,,Manual,Expired
BBLimS,5,5,8,1137,Buyer,98.0,45,,,,Manual,Expired
BBLimS,5,5,9,1125,Buyer,128.0,50,,,,Manual,Expired
BBLimS,5,5,9,1127,Buyer,123.0,102,95.0,1130.0,9.0,Manual,Replaced
BBLimS,5,5,12,1120,Seller,63.0,80,80.0,1123.0,12.0,Manual,Replaced
BBLimS,5,5,14,1138,Seller,,140,,,,Manual,Expired
BBLimS,5,5,21,1137,Buyer,98.0,50,,,,Manual,Expired
BBLimS,5,5,22,1139,Buyer,93.0,60,,,,Manual,Expired
BBLimS,5,5,23,1135,Buyer,103.0,63,,,,Manual,Expired
BBLimS,5,5,25,1136,Seller,,75,75.0,1125.0,28.0,Manual,Accepted
BBLimS,5,5,26,1138,Seller,,130,,,,Manual,Expired
BBLimS,5,5,26,1124,Seller,73.0,103,,,,Manual,Expired
BBLimS,5,5,28,1125,Buyer,128.0,75,75.0,1136.0,28.0,Manual,Replaced
BBLimS,5,5,33,1134,Seller,98.0,103,,,,Manual,Expired
BBLimS,5,5,33,1137,Buyer,98.0,10,,,,Manual,Replaced
BBLimS,5,5,36,1138,Seller,,120,,,,Manual,Expired
BBLimS,5,5,37,1135,Buyer,103.0,63,,,,Manual,Expired
BBLimS,5,5,39,1139,Buyer,93.0,70,,,,Manual,Expired
BBLimS,5,5,43,1137,Buyer,98.0,80,,,,Manual,Expired
BBLimS,5,5,43,1124,Seller,73.0,103,,,,Manual,Expired
BBLimS,5,5,47,1138,Seller,,110,,,,Manual,Expired
BBLimS,5,5,51,1135,Buyer,103.0,63,,,,Manual,Expired
BBLimS,5,5,54,1137,Buyer,98.0,85,,,,Manual,Replaced
BBLimS,5,5,55,1139,Buyer,93.0,75,,,,Manual,Expired
BBLimS,5,5,58,1138,Seller,,100,,,,Manual,Expired
BBLimS,5,5,59,1137,Buyer,98.0,90,,,,Manual,Replaced
BBLimS,5,5,60,1124,Seller,73.0,100,,,,Manual,Expired
BBLimS,5,5,65,1137,Buyer,98.0,95,95.0,1138.0,69.0,Manual,Accepted
BBLimS,5,5,66,1135,Buyer,103.0,73,,,,Manual,Expired
BBLimS,5,5,69,1138,Seller,,90,95.0,1137.0,69.0,Manual,Replaced
BBLimS,5,5,71,1139,Buyer,93.0,80,,,,Manual,Expired
BBLimS,5,5,75,1124,Seller,73.0,100,,,,Manual,Expired
BBLimS,5,5,75,1122,Seller,68.0,90,,,,Manual,Expired
BBLimS,5,5,80,1134,Seller,98.0,115,,,,Manual,Expired
BBLimS,5,5,80,1135,Buyer,103.0,73,,,,Manual,Expired
BBLimS,5,5,87,1139,Buyer,93.0,85,,,,Manual,Expired
BBLimS,5,5,88,1124,Seller,73.0,90,,,,Manual,Expired
BBLimS,5,5,92,1122,Seller,68.0,110,,,,Manual,Expired
BBLimS,5,5,95,1135,Buyer,103.0,73,,,,Manual,Expired
BBLimS,5,5,101,1124,Seller,73.0,80,80.0,1139.0,101.0,Manual,Accepted
BBLimS,5,5,101,1139,Buyer,93.0,90,80.0,1124.0,101.0,Manual,Replaced
BBLimS,5,5,110,1135,Buyer,103.0,83,,,,Manual,Expired
BBLimS,5,6,4,1138,Seller,,150,,,,Manual,Expired
BBLimS,5,6,5,1131,Buyer,113.0,77,,,,Manual,Expired
BBLimS,5,6,5,1124,Seller,73.0,100,,,,Manual,Expired
BBLimS,5,6,5,1137,Buyer,98.0,75,,,,Manual,Replaced
BBLimS,5,6,6,1139,Buyer,93.0,50,,,,Manual,Expired
BBLimS,5,6,6,1123,Buyer,133.0,75,,,,Manual,Expired
BBLimS,5,6,6,1130,Seller,88.0,97,,,,Manual,Expired
BBLimS,5,6,6,1120,Seller,63.0,85,85.0,1127.0,10.0,Manual,Accepted
BBLimS,5,6,7,1136,Seller,,100,,,,Manual,Expired
BBLimS,5,6,8,1135,Buyer,103.0,63,,,,Manual,Expired
BBLimS,5,6,8,1125,Buyer,128.0,50,,,,Manual,Replaced
BBLimS,5,6,10,1127,Buyer,123.0,103,85.0,1120.0,10.0,Manual,Replaced
BBLimS,5,6,12,1125,Buyer,128.0,60,,,,Manual,Replaced
BBLimS,5,6,14,1137,Buyer,98.0,80,,,,Manual,Replaced
