id,reservation
954,98.0
952,93.0
940,63.0
948,83.0
944,73.0
974,98.0
972,93.0
970,88.0
962,68.0
994,98.0
984,73.0
980,63.0
982,68.0
986,78.0
992,93.0
1000,63.0
1012,93.0
1004,73.0
1008,83.0
1010,88.0
1002,68.0
1026,78.0
1034,98.0
1030,88.0
1024,73.0
1022,68.0
